photo_filename,width,height,class,xmin,ymin,xmax,ymax
chicago_1275670782675242199_20160618.jpg,1080,1080,Columbia Pictures,294,107,715,978
chicago_1372538624461846996_20161030.jpg,1080,718,Columbia Pictures,106,28,995,718
chicago_1533171045979988695_20170609.jpg,1080,1080,Columbia Pictures,193,22,861,1014
chicago_1163394766005058328_20160116.jpg,1080,810,Columbia Sportswear,866,524,1003,570
chicago_1362623976388374254_20161016.jpg,1080,1080,Columbia Sportswear,893,931,1051,985
houston_1443361078833849408_20170205.jpg,1080,810,Comedy Central,983,403,1079,521
la_2017_1505926112769014576_20170502.jpg,1080,1350,Comme des Garçons,788,1172,955,1336
la_1129904290353469466_20151130.jpg,640,640,Compaq,542,0,629,82
charlotte_1254640841088312643_20160520.jpg,1080,1080,Compass Group,365,829,622,929
london_1863182686544138418_20180907.jpg,1080,1080,Compile Heart,913,514,970,570
charlotte_1591419093419718516_20170828.jpg,1080,720,Concordia College,126,350,360,426
houston_1500521203575495701_20170425.jpg,1080,1080,Conference USA,392,343,582,458
charlotte_1469173686471919675_20170312.jpg,1080,1080,Conn's,35,530,140,587
la_2017_1593860798869394090_20170831.jpg,1080,1080,Copic,891,598,1008,681
la_2017_1667090331063157330_20171211.jpg,640,640,Corban University,124,1,501,217
la_2017_1496040992208800612_20170419.jpg,1080,1080,Corona,175,781,405,855
miami_1059814533779885126_20150826.jpg,1080,1080,Corona,419,153,497,213
miami_1745425552682199328_20180329.jpg,1080,1080,Corona,38,371,92,518
miami_1773941290398704941_20180507.jpg,1080,1079,Costa Del Mar,880,860,1063,930
la_1360908311587455668_20161014.jpg,640,640,Council of Architecture,0,340,56,401
chicago_1539550347810593818_20170618.jpg,1080,1080,Courtyard by Marriott,28,142,132,202
charlotte_1638032946140284520_20171031.jpg,1080,1080,Cricket Wireless,247,735,452,871
sf_1802169689843797921_20180615.jpg,1080,1350,Cristal,480,408,637,478
charlotte_1716164557200012856_20180216.jpg,1080,745,Custom Ink,925,689,1030,740
miami_1155256822354020135_20160104.jpg,1080,1080,Cybex International,779,376,838,429
sf_1867759634045279761_20180913.jpg,1080,1080,Cystic Fibrosis Foundation,375,422,468,480
cleveland_1600421577447431243_20170910.jpg,480,480,Cîroc,355,113,477,151
cleveland_1624994955149943008_20171013.jpg,480,480,Cîroc,355,107,476,143
la_1132803663248952638_20151204.jpg,1080,1080,Cîroc,290,330,401,387
phoenix_1355643629535782094_20161007.jpg,1080,720,Cîroc,249,80,397,131
charlotte_1671492260435600147_20171217.jpg,1080,1080,DC Comics,194,1,289,93
charlotte_1686523616647518653_20180106.jpg,1080,1080,DC Comics,217,11,295,97
charlotte_1697575070422522081_20180122.jpg,1080,1080,DC Comics,14,133,106,230
charlotte_1765984818662518270_20180426.jpg,1080,1080,DC Comics,210,2,296,93
charlotte_1772674715574262234_20180505.jpg,1080,1080,DC Comics,208,1,298,93
la_2017_1586405939811113368_20170821.jpg,1080,1350,DC Comics,49,1,166,112
phoenix_1780029649659577225_20180515.jpg,1080,1080,DC Comics,513,9,582,85
london_1845421323321692743_20180814.jpg,640,640,DC Shoes,91,193,137,236
la_2017_1634763201705795101_20171027.jpg,480,480,DIRECTV,78,109,177,149
miami_1368551169282334447_20161025.jpg,1080,1080,DIRECTV,742,879,921,959
london_1869792573582022011_20180916.jpg,1080,1080,DKNY,338,334,777,472
miami_1915802279231963318_20181119.jpg,640,627,DKNY,194,384,315,431
sf_1162018004112053066_20160114.jpg,1080,1087,DLA Piper,666,78,898,234
sf_1512515130225718048_20170511.jpg,1080,1315,DNA Lounge,311,896,482,949
sf_1778506465747494545_20180513.jpg,1080,1349,"DSW, Inc.",531,187,845,420
london_1765481093347002294_20180425.jpg,1080,1350,DW Sports Fitness,393,1009,513,1111
miami_1395865661502501154_20161201.jpg,1080,1080,Daimler AG,103,701,175,812
houston_1745269662760301719_20180328.jpg,1080,1350,Daiya,290,570,658,790
sf_1631565122107281391_20171023.jpg,1080,607,Dallas Cowboys,18,46,139,127
chicago_1659980514511161610_20171201.jpg,1080,1080,Dallas Stars,746,741,872,865
la_2017_1643568771792477648_20171108.jpg,1080,1166,Dash,526,279,640,323
miami_1057633050272609531_20150823.jpg,750,750,Dash,239,210,372,259
miami_1303130871155231657_20160726.jpg,1080,1349,Dash,254,189,794,469
charlotte_1322025935024705013_20160821.jpg,480,480,Davidson College,126,143,273,179
miami_1393104115927901205_20161127.jpg,1080,1328,Davivienda,0,7,1048,399
houston_1634084775969230376_20171026.jpg,1080,1350,Deer Park High School,879,451,951,548
miami_1593432788492990972_20170831.jpg,1080,1080,Def Jam Recordings,867,845,964,919
cleveland_1518561783475334977_20170520.jpg,480,480,Definitive Technology,406,408,463,467
sf_1546488296766833035_20170627.jpg,1080,1080,Deichmann SE,583,21,660,151
miami_1803721000061604256_20180617.jpg,1080,1094,Democratic Center,395,188,687,298
miami_1789520364486655352_20180528.jpg,1080,1080,Denny's,188,58,551,229
miami_1922081745084308786_20181127.jpg,1080,1002,Denny's,269,15,692,149
sf_1310884618916837454_20160806.jpg,1080,1080,Denny's,96,275,227,348
charlotte_1852278982578478455_20180823.jpg,1080,1080,Denver Broncos,421,190,754,436
phoenix_1170964049676128865_20160126.jpg,1080,1080,Denver Broncos,405,581,602,702
sf_1684944153294729570_20180104.jpg,1080,1080,Denver Broncos,619,383,769,469
houston_1506138323545963110_20170502.jpg,1080,1080,Deportivo de La Coruña,701,605,789,706
charlotte_1260348497692788688_20160528.jpg,1080,1080,Detroit Red Wings,307,105,428,170
cleveland_1339998766103331696_20160915.jpg,1080,1080,Detroit Red Wings,773,543,911,678
houston_1448183738420549496_20170211.jpg,1080,1281,Detroit Red Wings,435,456,743,705
sf_1539678402679017422_20170618.jpg,1080,1080,Deutsche Telekom,372,405,538,501
sf_1076227763197037172_20150917.jpg,750,847,Dewar's,656,359,723,538
houston_1893311135211641534_20181019.jpg,1080,1080,Diageo,148,656,218,732
houston_1525734011993180385_20170529.jpg,750,750,Diamond White,327,385,393,447
sf_1613648206779891320_20170928.jpg,1080,1080,Diptyque,702,844,778,938
houston_1818336025322150648_20180707.jpg,1080,1349,Discount Tire,88,179,323,264
la_1140628976782648874_20151215.jpg,1080,1080,Disney's Hollywood Studios,304,90,657,267
la_2017_1679240491981843980_20171227.jpg,1080,952,Disney's Hollywood Studios,531,154,729,243
sf_1243113058552073170_20160505.jpg,1080,1080,Disney's Hollywood Studios,536,294,669,475
sf_1353071136284316361_20161003.jpg,1080,1349,Disney's Hollywood Studios,333,63,761,276
sf_1234147983095861759_20160422.jpg,1080,1080,DocuSign,895,406,1067,462
chicago_1208905967608755563_20160318.jpg,480,480,Document Records,258,297,361,323
sf_1179946137891923442_20160207.jpg,1080,1080,Dodge,392,34,1078,128
la_2017_1541214241176253520_20170620.jpg,1080,1349,Donruss,609,1057,686,1139
phoenix_1826713888176310796_20180719.jpg,1080,1104,Donruss,1002,1002,1068,1086
la_1721475770112844638_20180224.jpg,1080,1080,Doritos,529,451,621,514
la_2017_1590890834327242875_20170827.jpg,1080,1080,Doritos,133,623,209,677
london_1848147570245805471_20180817.jpg,1080,1080,Doritos,318,631,446,734
sf_1687990917431336712_20180108.jpg,1080,1350,Doritos,364,156,867,819
miami_1416774103038042463_20161230.jpg,1080,1080,Dove,538,899,615,954
chicago_985496248062647827_20150515.jpg,640,640,Dozhd,601,292,639,337
charlotte_1924876370530601215_20181201.jpg,1080,1080,Dr Pepper,472,79,581,150
la_1218944082534760207_20160401.jpg,640,640,Dr Pepper,495,36,554,90
london_1759606057150645310_20180417.jpg,1080,1349,Dreamstime,11,0,144,140
la_2017_1558205886555949608_20170713.jpg,1080,1080,Dreamville Records,385,133,566,200
london_1858499386205315011_20180901.jpg,1080,1080,Dress For Success,25,27,100,99
phoenix_1534956552804293756_20170611.jpg,1080,1080,Dress For Success,902,141,1079,201
sf_1594356385549411847_20170901.jpg,1080,1350,Dreyer's,244,5,741,184
miami_1430599043394138923_20170118.jpg,750,937,Drum Workshop,599,338,718,456
phoenix_1606110550214190042_20170917.jpg,1080,1080,DuPont,985,358,1073,437
charlotte_1634226108538194809_20171026.jpg,1080,1350,Dunkin' Donuts,178,565,803,790
chicago_1278349493573503701_20160622.jpg,1080,1350,Dunkin' Donuts,400,541,615,629
miami_1085750187185490382_20150930.jpg,1080,1080,Dunkin' Donuts,386,471,525,546
sf_1532059122559994383_20170607.jpg,1080,1080,Durant,580,460,698,569
sf_1785290471892158399_20180523.jpg,1080,1350,EA Sports,395,778,712,1103
london_1700731163091749193_20180126.jpg,750,750,EE Limited,567,198,621,280
london_1718336134658658173_20180219.jpg,1080,1080,EE Limited,3,451,98,604
london_1748945421710348663_20180402.jpg,640,640,EE Limited,432,248,487,345
sf_1757541335281403653_20180414.jpg,1080,1080,ESET NOD32,544,71,679,173
chicago_1104728617109820698_20151027.jpg,1080,1079,ESPN,44,303,127,377
cleveland_1641197142499136536_20171105.jpg,750,750,ESPN,390,464,444,520
houston_1442782389351746770_20170204.jpg,1080,1080,ESPN,543,89,761,158
houston_1754680265760026273_20180410.jpg,750,750,ESPN,4,2,167,46
la_1085599554297783008_20150930.jpg,1080,1080,ESPN,559,291,633,364
la_1790061098932477310_20180529.jpg,1080,1349,ESPN,91,847,159,920
la_2017_1488540503929666001_20170408.jpg,1080,942,ESPN,602,85,775,139
sf_1797645515694109267_20180609.jpg,1080,1080,ESPN,956,103,1078,160
phoenix_1594595155615640255_20170902.jpg,1080,1080,Earring,420,819,1007,1071
charlotte_1771984580723678458_20180504.jpg,1080,1080,East Carolina University,553,748,1031,997
cleveland_1508150287796447411_20170505.jpg,1080,810,Eastern Conference,649,581,764,699
chicago_1776129608574047623_20180510.jpg,1080,1350,Eaton Corporation,109,824,297,892
la_2017_1477345132672311519_20170324.jpg,1080,1080,Edmonton Oilers,376,544,754,1075
miami_1645796491845756258_20171111.jpg,1080,1080,Eleven Media Group,21,0,1024,237
chicago_1710959914145171886_20180209.jpg,1080,1080,Eli's Cheesecake,149,991,230,1065
chicago_1741990053296672619_20180324.jpg,750,750,Eli's Cheesecake,202,607,306,703
charlotte_1682943087868763782_20180101.jpg,1080,1080,Elmer's Products,74,704,183,764
charlotte_1462896932816247614_20170304.jpg,750,750,Energizer,604,671,717,713
charlotte_1440157652805093371_20170131.jpg,1080,1255,Engel & Völkers,393,923,697,1023
la_1199510741329564000_20160305.jpg,1080,1080,Enterprise Rent-A-Car,551,422,1055,543
phoenix_1323444671666407610_20160823.jpg,1080,1080,Enterprise Rent-A-Car,37,0,175,126
la_1362515552001757989_20161016.jpg,1080,1080,Equinox Fitness,726,348,977,433
chicago_980664871183335681_20150508.jpg,640,640,Ernst & Young,303,332,361,393
chicago_1529969265678083363_20170604.jpg,1080,1080,Escada,379,337,881,462
chicago_1776777433238527269_20180511.jpg,1080,1080,Esse,65,405,139,485
charlotte_1835103282205616597_20180730.jpg,1080,1350,Estrella Damm,285,1165,433,1350
london_1850762479288554230_20180821.jpg,1080,750,Estée Lauder Companies,6,206,418,550
houston_1887325623622518640_20181010.jpg,1080,1349,Etihad Airways,443,616,654,720
london_1763490854162504845_20180423.jpg,750,750,Euroclear,127,648,178,702
miami_1253261389697796922_20160519.jpg,1080,1080,Everlast,480,89,582,167
london_1719881120890075799_20180221.jpg,1080,1080,Exclaimer,939,927,1079,1073
london_1727711104648650980_20180304.jpg,1080,1080,Exclaimer,106,576,652,1054
miami_1659579632977197216_20171130.jpg,1080,810,"Express, Inc.",0,723,404,803
london_1716920951844019921_20180217.jpg,1080,1080,FAES,173,274,890,761
charlotte_1334045038539464469_20160907.jpg,640,475,FC Barcelona,7,13,81,92
chicago_1339929720334119379_20160915.jpg,1080,1349,FC Barcelona,681,1039,868,1259
chicago_1759614684555641245_20180417.jpg,1080,887,FC Barcelona,2,227,94,322
london_1858697682748861599_20180901.jpg,1080,1350,FC Barcelona,563,380,648,474
miami_1443575472125607839_20170205.jpg,1080,1080,FC Barcelona,507,527,653,683
miami_1492784208736460833_20170414.jpg,1080,809,FC Barcelona,316,196,456,349
miami_1568380474555006995_20170727.jpg,1080,1081,FC Barcelona,463,382,532,450
phoenix_1783908811902241488_20180521.jpg,1080,1056,FC Barcelona,335,300,405,368
sf_1088057539644096491_20151004.jpg,1080,1080,FC Barcelona,486,547,571,645
charlotte_1679052136754530729_20171227.jpg,1080,1080,FC Bayern Munich,747,762,943,962
sf_1735031022889512315_20180314.jpg,1080,1349,FC Bayern Munich,599,430,666,503
houston_1544633623125189450_20170625.jpg,1080,1080,FC Dallas,178,560,261,662
phoenix_1780259112177965167_20180516.jpg,1080,1080,FC Písek,440,930,560,1075
miami_1805985922863114132_20180620.jpg,1080,1080,FIFA,45,240,212,429
cleveland_1649483957040702550_20171116.jpg,1080,756,Fairmont State University,9,16,168,145
charlotte_1413473896690954503_20161226.jpg,750,750,Family Channel,266,644,324,703
miami_1619219982574693518_20171005.jpg,640,640,Family Channel,454,540,487,574
miami_1593656083876269084_20170831.jpg,1080,1350,Fania Records,801,188,946,305
miami_1659625644650235995_20171130.jpg,750,750,Fastbrick Robotics,68,19,121,106
miami_1230536237405098251_20160417.jpg,1080,1080,Fathom,586,646,674,713
charlotte_1834860719147207495_20180730.jpg,1080,810,FedEx,888,22,1003,69
houston_1362514067218947311_20161016.jpg,1080,640,FedEx,570,206,792,279
houston_1628679552027066742_20171019.jpg,1080,864,FedEx,56,564,297,645
la_2017_1627900706803159616_20171017.jpg,1080,1080,FedEx,355,186,510,242
miami_1745080729991216425_20180328.jpg,1080,1080,FedEx,326,221,909,419
sf_1703195344215886930_20180129.jpg,1080,718,FedEx,19,295,119,423
chicago_1516873813497146484_20170517.jpg,1080,1080,FedEx Express,101,175,247,263
sf_1186369428334883354_20160216.jpg,1080,730,FedEx Express,89,211,212,257
chicago_1550674507042630756_20170703.jpg,1080,1085,Federal Reserve System,407,798,487,883
la_1238980565583056380_20160429.jpg,1080,1349,Federal Reserve System,518,240,604,330
chicago_1674091012858822987_20171220.jpg,1080,1080,Federal savings bank,6,737,225,811
london_1861992352797870144_20180905.jpg,1080,642,Federation of Small Businesses,527,21,634,88
houston_1511259724162983838_20170510.jpg,1080,1080,Ferrari,366,272,444,388
sf_1537821324075293051_20170615.jpg,750,619,Fiat Chrysler Automobiles,221,46,727,82
la_1087583019988380509_20151003.jpg,1080,1350,Fiji Water,367,557,686,844
la_2017_1628691069352090929_20171019.jpg,1080,1150,Fila,515,508,619,569
miami_1592544901975608890_20170830.jpg,640,640,Fila,399,242,531,283
charlotte_1529257384085522580_20170603.jpg,1080,1080,Financial Industry Regulatory Authority,608,134,792,209
cleveland_1261178161038500891_20160529.jpg,1080,1080,FirstEnergy,736,31,929,110
chicago_1408114218754834106_20161218.jpg,1080,1080,Fitbit,30,905,171,1050
houston_1705454680606530522_20180201.jpg,1080,1080,Fitbit,748,38,1031,127
la_1315505930074620259_20160812.jpg,640,640,Fitbit,17,536,102,623
miami_1706895464244300124_20180203.jpg,1080,1350,Fitbit,12,936,191,996
la_2017_1596240044750553585_20170904.jpg,1080,1209,Fitness First,104,19,413,348
london_1777520761909573799_20180512.jpg,1080,810,Five Guys,427,411,703,455
miami_1350941287376957591_20160930.jpg,1080,1080,Five Guys,437,323,499,379
la_1262333866028111421_20160531.jpg,640,640,Flamant,511,167,640,234
sf_1608120351389064537_20170920.jpg,1080,1080,Floridita,534,532,625,684
chicago_1285499324033191929_20160702.jpg,640,640,Fogo de Chão,222,96,555,480
chicago_1790890536664690412_20180530.jpg,1080,1080,Fogo de Chão,65,0,1028,963
houston_1632849107611698104_20171024.jpg,1080,1350,Fogo de Chão,126,240,763,1053
london_1943902498817414720_20181227.jpg,1080,1080,Fogo de Chão,3,5,142,290
phoenix_1749801164490616299_20180404.jpg,1080,1080,Food Network,294,768,480,898
sf_1737241484741458693_20180317.jpg,1080,810,Foot Locker,980,271,1078,324
phoenix_1821271318100741568_20180711.jpg,1080,1080,Forbes,56,0,887,199
sf_1179886383780094014_20160207.jpg,1080,1080,Forbes,21,236,93,297
sf_1518334787852853315_20170519.jpg,1080,1080,Forbes,23,9,403,114
charlotte_1524321763746742778_20170528.jpg,1080,1080,Ford Motor Company,402,427,534,502
chicago_1452912558599312699_20170218.jpg,1080,981,Ford Motor Company,106,50,369,105
chicago_1650424398522764906_20171118.jpg,750,938,Ford Motor Company,585,708,702,800
chicago_1762225082993644005_20180421.jpg,1080,1080,Ford Motor Company,38,487,246,584
houston_1344869286867151316_20160922.jpg,750,750,Ford Motor Company,574,350,681,399
houston_1813093679625464625_20180630.jpg,1080,810,Ford Motor Company,553,536,643,577
la_2017_1673860718062368380_20171220.jpg,1080,1080,Ford Motor Company,248,768,355,826
miami_1524394139415665996_20170528.jpg,1080,1350,Ford Motor Company,890,985,995,1103
sf_1666286263961366498_20171209.jpg,1080,1080,Ford Motor Company,548,216,775,322
sf_1695380758417402240_20180119.jpg,1080,1349,Ford Motor Company of Canada,242,584,330,680
la_2017_1577542975272354596_20170809.jpg,1080,833,Four Seasons Hotels and Resorts,751,707,833,763
houston_1422823723899068676_20170108.jpg,1080,1080,Fox Broadcasting Company,867,58,1035,137
houston_1778281511139481586_20180513.jpg,1080,1080,Fox Broadcasting Company,65,187,397,335
la_1078567636364507775_20150921.jpg,640,640,Fox Broadcasting Company,39,397,117,436
la_1295463157804062867_20160716.jpg,750,879,Fox Broadcasting Company,471,195,606,262
la_1337720455167779392_20160912.jpg,1080,1080,Fox Broadcasting Company,952,767,1066,828
la_2017_1638695728832778886_20171101.jpg,1080,607,Fox Broadcasting Company,772,562,848,598
la_1115666185347253881_20151111.jpg,640,640,Fox Business Network,573,589,634,624
houston_1592600084862739107_20170830.jpg,1080,1080,Fox News,71,740,220,875
houston_1805895186880891596_20180620.jpg,1080,840,Fox News,84,617,205,716
phoenix_1550308579135468038_20170702.jpg,1080,1275,Fox News,24,1,152,129
sf_1521128311748556611_20170523.jpg,1080,1080,Fox News,818,354,929,457
la_1324029266635899135_20160824.jpg,1080,810,Fox Racing,436,4,530,93
london_1784936035145203273_20180522.jpg,1080,1080,Fox Racing,397,806,522,867
la_1351240934402443523_20161001.jpg,1080,853,Fox Racing Shox,142,553,247,612
miami_1467431414131451015_20170310.jpg,750,750,France 2,402,658,494,735
chicago_1448301001824300644_20170212.jpg,1080,1341,France 3,521,774,591,870
houston_1274927880009119422_20160617.jpg,750,750,France 3,419,271,480,354
phoenix_1697277892558658632_20180121.jpg,640,627,France Télévisions,547,1,628,84
chicago_1098191221814578753_20151018.jpg,1080,962,Francis Lewis High School,92,34,1018,828
cleveland_1110146234147317798_20151103.jpg,1080,1080,Frappuccino,197,746,410,955
la_1274709121660354888_20160617.jpg,750,440,Free People,160,334,249,363
chicago_1348974158617042008_20160928.jpg,1080,1080,Freixenet,729,728,905,800
houston_1471918700936744426_20170316.jpg,1080,1080,Frenchy's Chicken,18,277,402,501
chicago_1723634871649025996_20180227.jpg,1080,1080,Fritos,186,573,263,653
london_1721391218775998953_20180223.jpg,1080,1350,Fujifilm,666,227,852,341
houston_1828125058872957513_20180721.jpg,1080,1252,Fujitec,334,1135,521,1245
miami_1848371297710937166_20180818.jpg,1080,1350,Fundação Dom Cabral,747,581,830,688
miami_1385057479465792040_20161116.jpg,1080,718,Funtime,820,536,1028,674
cleveland_1653448686413703510_20171122.jpg,750,750,Fuse,531,599,711,714
cleveland_1292217737439866855_20160711.jpg,750,546,G Suite,358,152,507,206
charlotte_1853759511031414497_20180825.jpg,1080,1080,GAF Materials Corporation,33,415,120,495
houston_1733089099178119288_20180312.jpg,1080,1349,GMC,621,658,851,743
houston_1784356328090547606_20180521.jpg,1080,1350,GMC,392,905,682,984
sf_1659141262702632061_20171130.jpg,1080,1080,Gainsborough Pictures,434,254,542,311
la_2017_1632790838881276519_20171024.jpg,1080,1080,Galoob,747,1008,883,1075
houston_1717219629322405116_20180218.jpg,1080,1080,Gap Inc.,413,423,558,530
charlotte_1620343741456312813_20171007.jpg,1080,1080,Garmin,783,908,1001,981
chicago_1730680413973390174_20180308.jpg,750,750,Garmin,549,634,705,687
houston_1858935311252062679_20180901.jpg,1080,1080,Garmin,824,957,1056,1035
london_1716735540002274543_20180217.jpg,1080,1080,Garmin,331,206,485,260
london_1780331202114729998_20180516.jpg,1080,1080,Garmin,785,906,997,974
phoenix_1483579223385807536_20170401.jpg,1080,1080,Garmin,181,59,381,114
miami_1746464771978444859_20180330.jpg,1080,1080,General Services Administration,433,12,642,103
miami_1759190672123856195_20180417.jpg,1080,1080,General Services Administration,180,905,382,997
miami_1806026034225507392_20180620.jpg,640,640,General Services Administration,1,549,111,598
charlotte_1412471081821991320_20161224.jpg,1080,1080,Georgia Tech Yellow Jackets football,650,363,772,431
chicago_1520500253949434939_20170522.jpg,1080,1080,Getaround,679,826,828,910
sf_1399439048162055193_20161206.jpg,1080,1080,Getty Images,702,5,967,68
sf_1792251464035702001_20180601.jpg,1080,1350,Ghirardelli Chocolate Company,384,533,631,652
chicago_1375192077226272400_20161103.jpg,1080,1080,Giordano's Pizzeria,117,290,390,393
chicago_1076821625848349706_20150918.jpg,1080,1080,Giro,185,39,273,97
la_1277765058429317786_20160621.jpg,1080,1080,Givenchy,429,346,697,407
miami_1445684793890293297_20170208.jpg,1080,1349,Glenfiddich,365,584,625,907
miami_1583770937060665764_20170818.jpg,1080,1080,Globovisión,28,889,182,1042
sf_1749685823548057277_20180403.jpg,1080,1080,Gloria Ferrer Caves & Vineyards,350,133,707,273
la_2017_1541800259608219349_20170621.jpg,1080,1080,Goat cheese,18,0,1055,1020
miami_1334447441038974816_20160908.jpg,750,755,Goat cheese,17,0,702,735
houston_1334579953202942197_20160908.jpg,1080,1080,Golden Corral,207,227,771,515
chicago_1535825151337511929_20170612.jpg,1080,565,Golden State Warriors,154,346,323,515
chicago_1796226055763995947_20180607.jpg,1080,1350,Golden State Warriors,268,1004,410,1240
cleveland_1527664163625799458_20170601.jpg,480,589,Golden State Warriors,207,501,275,571
cleveland_1700355795952217502_20180125.jpg,640,640,Golden State Warriors,181,188,250,262
la_1717440181537488940_20180218.jpg,1080,1350,Golden State Warriors,485,570,618,790
miami_1531188119465097084_20170606.jpg,1080,1080,Golden State Warriors,877,189,1068,311
miami_1717981365176581903_20180219.jpg,1080,824,Golden State Warriors,309,243,403,314
miami_1729165834976371859_20180306.jpg,1080,1350,Golden State Warriors,574,966,759,1160
phoenix_1224827514413235559_20160409.jpg,1080,671,Golden State Warriors,612,241,680,324
sf_1225009777783292110_20160410.jpg,1080,1080,Golden State Warriors,832,529,960,705
sf_1227679867245979332_20160413.jpg,750,492,Golden State Warriors,431,219,543,343
sf_1228418245649513608_20160414.jpg,1080,1146,Golden State Warriors,212,639,318,773
sf_1261095087249812132_20160529.jpg,1080,1092,Golden State Warriors,552,4,744,189
sf_1270029302195553126_20160611.jpg,750,750,Golden State Warriors,519,176,612,286
sf_1287282770892486508_20160704.jpg,750,834,Golden State Warriors,131,186,230,284
sf_1382012055829313537_20161112.jpg,1080,809,Golden State Warriors,4,316,160,539
sf_1506469283500084611_20170503.jpg,1080,1350,Golden State Warriors,107,259,180,349
sf_1512619294491792011_20170511.jpg,1080,1080,Golden State Warriors,735,800,792,908
sf_1530064749671487361_20170604.jpg,1080,1080,Golden State Warriors,393,708,504,900
sf_1535719982485562839_20170612.jpg,1080,1080,Golden State Warriors,20,737,212,941
sf_1676618522443418084_20171224.jpg,1080,1080,Golden State Warriors,907,317,993,400
sf_1792650992841851010_20180602.jpg,1080,1080,Golden State Warriors,439,531,591,674
sf_1797990040859477689_20180609.jpg,1080,1080,Golden State Warriors,722,861,851,1025
sf_1798005914889337073_20180609.jpg,750,750,Golden State Warriors,334,330,468,493
sf_1862590806880330938_20180906.jpg,1080,1080,Golden State Warriors,23,0,575,500
la_2017_1550935519394020457_20170703.jpg,1080,1350,Golf Wang,471,5,806,254
la_2017_1673989428340663673_20171220.jpg,750,750,Golf Wang,16,380,360,495
sf_1545578835872629537_20170626.jpg,1080,1080,Golfsmith,276,305,538,365
sf_1673443951498858920_20171219.jpg,640,480,Good Vibrations,500,339,607,452
charlotte_1719107454714834995_20180220.jpg,1080,1080,Google,605,743,780,786
cleveland_1415250235990706173_20161228.jpg,640,640,Google,221,27,416,97
sf_1173054790537277873_20160129.jpg,1080,1080,Google,19,788,153,871
sf_1467500715299562094_20170310.jpg,1080,1080,Google,508,314,813,390
sf_1550783098496754356_20170703.jpg,1080,1350,Google,65,20,146,106
sf_1595752446382429181_20170903.jpg,1080,678,Google,492,316,574,351
sf_1634518721060218004_20171027.jpg,1080,1080,Google,149,423,662,624
sf_1659535888458975645_20171130.jpg,1080,810,Google Maps,293,42,573,188
houston_1183696007290319095_20160213.jpg,640,640,Google Store,457,445,578,485
phoenix_1127943033702613759_20151128.jpg,1080,960,Google Store,583,601,1027,737
sf_1400368236327122556_20161208.jpg,1080,925,Google Store,257,850,461,911
chicago_1466384772459747172_20170309.jpg,1080,1080,Goose Island Brewery,454,95,674,293
london_1889756125416021222_20181014.jpg,1080,1350,Goyard,138,558,313,674
miami_1352243392151483203_20161002.jpg,1080,1080,Goyard,6,17,1056,1050
chicago_1313943071368815647_20160810.jpg,1080,1349,Graco,646,1251,870,1349
houston_1467018171285568014_20170309.jpg,1080,1080,Graco,84,446,253,513
phoenix_1722235214602038532_20180225.jpg,1080,811,Grand Canyon University,507,118,606,180
phoenix_1774427459463263408_20180508.jpg,1080,1350,Grand Canyon University,583,458,763,547
phoenix_1162500724093961469_20160114.jpg,750,750,Grand Prairie High School,35,11,89,67
cleveland_985135850225999861_20150515.jpg,640,640,Great Lakes Science Center,128,94,240,131
houston_1336617894439573851_20160911.jpg,750,750,Great Mills High School,66,0,672,676
houston_1428576279750111294_20170115.jpg,1080,1080,Green Bay Packers,2,65,199,253
london_1928297487279613371_20181206.jpg,750,750,Green Bay Packers,71,460,134,519
miami_1418235665199399186_20170101.jpg,1080,1080,Green Bay Packers,91,9,245,146
la_2017_1543270885611652395_20170623.jpg,1080,1080,Green Cross,691,700,1070,1054
sf_1499584686166350193_20170423.jpg,1080,1080,Greenwheels,554,424,616,486
phoenix_1708893527399605590_20180206.jpg,480,480,Greenwich High School,248,201,385,376
houston_1817975611723657194_20180707.jpg,480,360,Grenoble,435,212,478,249
miami_1245252029858060813_20160508.jpg,1080,1280,Grolsch Brewery,164,475,279,590
houston_1611311097162274631_20170925.jpg,1080,1080,Grove City College,290,488,407,603
houston_1535170908171644252_20170612.jpg,1080,1350,Grupo Modelo,363,732,706,1138
houston_1635940346796197834_20171029.jpg,1080,1080,Grupo Modelo,401,676,596,912
la_2017_1605630178247427058_20170917.jpg,1080,1080,Grupo Modelo,398,611,776,863
la_1330824685088626213_20160903.jpg,1080,1080,Grupo Radio Centro,414,136,671,270
chicago_1754190824415841759_20180410.jpg,1080,1080,Gucci,611,31,791,100
la_1713310584207307164_20180212.jpg,1080,1080,Gucci,698,36,1069,216
la_2017_1600410552516161677_20170910.jpg,1080,1349,Gucci,383,984,695,1089
london_1826157290120319646_20180718.jpg,1080,1350,Gucci,486,608,713,750
miami_1928260789787716547_20181206.jpg,1080,1080,Gucci,54,474,1006,631
chicago_1727870424035354559_20180304.jpg,1080,1350,Guinness Brewery,879,794,995,887
sf_1335264291255687406_20160909.jpg,1080,1080,Guinness Brewery,660,509,771,603
houston_1623465613807934149_20171011.jpg,1080,1080,Guru Ghasidas Vishwavidyalaya,0,420,88,522
sf_1471899026765272271_20170316.jpg,1080,1080,H&M,742,189,860,274
sf_1625969444214027679_20171015.jpg,1080,812,H&M,36,0,103,43
sf_1708555236530031092_20180206.jpg,1080,1212,H&M,590,718,689,808
